@relation name

@attribute #1_id string
@attribute #1_span string
@attribute #1_perseus:LEMMA string
@attribute #1_perseus:case string
@attribute #1_perseus:cite string
@attribute #1_perseus:form string
@attribute #1_perseus:gender string
@attribute #1_perseus:number string
@attribute #1_perseus:part-of-speech string
@attribute #1_perseus:postag string
@attribute #1_perseus:sense string
@attribute #1_perseus:urn string
@attribute #1_saltSemantics:POS string

@data
'998318','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'352816','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'587755','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'547667','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'350565','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'595167','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'593202','Quod','qui','accusative','NULL','Quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'997901','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1037539','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'547452','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'591296','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1039718','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'553056','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'551353','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1046355','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'1044158','qui','qui','NULL','NULL','qui','NULL','NULL','adverb','d--------','2','NULL','adverb'
'1037560','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'547475','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'353133','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1042011','quoius','qui','genitive','NULL','quoius','masculine','singular','pronoun','p-s---mg-','NULL','NULL','pronoun'
'553004','qui','qui','nominative','NULL','qui','masculine','plural','NULL','--p---mn-','1','NULL','NULL'
'588205','quorum','qui','genitive','NULL','quorum','masculine','plural','pronoun','p-p---mg-','1','NULL','pronoun'
'591308','Quod','qui','nominative','NULL','Quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'551369','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'1044173','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'1044183','quoius','qui','genitive','NULL','quoius','feminine','singular','pronoun','p-s---fg-','1','NULL','pronoun'
'551383','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'547462','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'353141','cuius','qui','genitive','NULL','cuius','feminine','singular','pronoun','p-s---fg-','1','NULL','pronoun'
'1039753','quem','qui','accusative','NULL','quem','masculine','singular','pronoun','p-s---ma-','1','NULL','pronoun'
'551391','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'568325','quod','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.567\'>Text<\/a>','quod','neuter','singular','pronoun','p-s---na-','1','urn:cts:latinLit:phi0959.phi006:1.567','pronoun'
'355156','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'591210','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'551268','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'353220','quibus','qui','ablative','NULL','quibus','neuter','plural','pronoun','p-p---nb-','1','NULL','pronoun'
'547519','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1044074','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'547515','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'588162','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'588191','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'353248','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'593128','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'588185','cuius','qui','genitive','NULL','cuius','neuter','singular','pronoun','p-s---ng-','1','NULL','pronoun'
'551283','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1041894','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'547499','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'566470','quibus','qui','dative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.311\'>Text<\/a>','quibus','masculine','plural','pronoun','p-p---md-','1','urn:cts:latinLit:phi0959.phi006:1.311','pronoun'
'552941','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'549148','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'588135','cuius','qui','genitive','NULL','cuius','neuter','singular','pronoun','p-s---ng-','1','NULL','pronoun'
'1039836','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'1044107','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'591240','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'353216','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'355112','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'547536','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'591251','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1046262','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'566250','Qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.276\'>Text<\/a>','Qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0959.phi006:1.276','pronoun'
'547323','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'355226','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'553167','quae','qui','nominative','NULL','quae','feminine','plural','pronoun','p-p---fn-','1','NULL','pronoun'
'355211','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'1416206','Cui','qui','dative','NULL','Cui','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'593320','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'551219','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'997987','quarum','qui','genitive','NULL','quarum','feminine','plural','pronoun','p-p---fg-','1','NULL','pronoun'
'1037698','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'547353','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1042136','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'549335','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'547346','quod','qui','nominative','NULL','quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'547350','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1037710','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'355187','quibus','qui','dative','NULL','quibus','masculine','plural','pronoun','p-p---md-','1','NULL','pronoun'
'568479','quem','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.589\'>Text<\/a>','quem','masculine','singular','pronoun','p-s---ma-','1','urn:cts:latinLit:phi0959.phi006:1.589','pronoun'
'593360','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'568452','quam','qui','accusative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.585\'>Text<\/a>','quam','feminine','singular','pronoun','p-s---fa-','1','urn:cts:latinLit:phi0959.phi006:1.585','pronoun'
'547331','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'551252','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1037722','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1042126','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'593348','Quod','qui','accusative','NULL','Quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'353091','cui','qui','dative','NULL','cui','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'355290','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'355296','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'553101','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'1043943','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'547384','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'998091','Quae','qui','nominative','NULL','Quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'353101','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'353106','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'998101','cuius','qui','genitive','NULL','cuius','feminine','singular','pronoun','p-s---fg-','1','NULL','pronoun'
'591094','Quod','qui','nominative','NULL','Quod','neuter','singular','pronoun','p-s---nn-','1','NULL','pronoun'
'551157','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'353117','cui','qui','dative','NULL','cui','masculine','singular','pronoun','p-s---md-','1','NULL','pronoun'
'568534','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.595\'>Text<\/a>','qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0959.phi006:1.595','pronoun'
'1042072','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'547420','quae','qui','nominative','NULL','quae','neuter','plural','pronoun','p-p---nn-','1','NULL','pronoun'
'1416248','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'551177','quae','qui','nominative','NULL','quae','feminine','singular','pronoun','p-s---fn-','1','NULL','pronoun'
'1039702','quas','qui','accusative','NULL','quas','feminine','plural','pronoun','p-p---fa-','1','NULL','pronoun'
'588010','qua','qui','ablative','NULL','qua','feminine','singular','pronoun','p-s---fb-','1','NULL','pronoun'
'998059','quos','qui','accusative','NULL','quos','masculine','plural','pronoun','p-p---ma-','1','NULL','pronoun'
'355241','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'1416227','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'1043998','quae','qui','accusative','NULL','quae','neuter','plural','pronoun','p-p---na-','1','NULL','pronoun'
'353078','quo','qui','ablative','NULL','quo','masculine','singular','pronoun','p-s---mb-','1','NULL','pronoun'
'568526','qui','qui','nominative','<a href=\'http:\/\/data.perseus.org\/citations\/urn:cts:latinLit:phi0959.phi006:1.594\'>Text<\/a>','qui','masculine','singular','pronoun','p-s---mn-','1','urn:cts:latinLit:phi0959.phi006:1.594','pronoun'
'547397','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
'353083','qui','qui','nominative','NULL','qui','masculine','plural','pronoun','p-p---mn-','1','NULL','pronoun'
'355237','quam','qui','accusative','NULL','quam','feminine','singular','pronoun','p-s---fa-','1','NULL','pronoun'
'553084','quod','qui','accusative','NULL','quod','neuter','singular','pronoun','p-s---na-','1','NULL','pronoun'
'549258','qui','qui','nominative','NULL','qui','masculine','singular','pronoun','p-s---mn-','1','NULL','pronoun'
