#From sentence-stats.xq
WORK,SENT-ADDR,MAIN,PRED,PARENTH,O.R.,CUM,CUMQUE,UBI,UBI(QUE|)(NAM|),UBICUMQUE,QUANDO,DUM,DONEC,DUMMODO,MODO,ANTEQUAM,POSTEAQUAM,POSTMODUM QUAM,POSTQUAM,PRIUSQUAM,QUOTIENS,QUOTIENS(CUM|)QUE,QUATENUS,QUO,QUORSUM,UTROQUE,UBIUBI,QUOQUO,UNDECUMQUE,QUAQUA,SICUBI,SIQUO,SICUNDE,SIQUA,QUONIAM,QUOD,QUIA,ADV,COMP,ATR,SUB,SENTLEN,WORKLEN,GENRE,SUM,COORD,ASYND
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37,4393,prose,1|0|0,2,2
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|98,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4393,prose,0|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,4393,prose,0|0|1,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,4393,prose,0|0|1,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|102,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|104,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27,4393,prose,0|1|0,2,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|106,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,36,4393,prose,2|0|0,2,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4393,prose,0|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|108,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|110,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|111,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|112,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4393,prose,0|0|0,2,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|113,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|114,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,4393,prose,0|1|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|117,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,15,4393,prose,1|0|1,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|121,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|122,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4393,prose,0|0|0,2,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|123,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,25,4393,prose,2|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,23,4393,prose,2|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|125,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|126,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4393,prose,0|0|0,1,0.333333333333333333
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|127,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,14,4393,prose,2|0|0,2,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,4393,prose,0|1|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|135,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4393,prose,0|0|0,2,0.666666666666666667
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,4393,prose,0|0|1,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4393,prose,0|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|139,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4393,prose,0|0|1,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,4393,prose,2|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|146,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4393,prose,0|0|0,2,0.666666666666666667
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,4393,prose,0|1|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|149,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|151,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|153,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,4393,prose,0|1|0,2,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|156,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8,4393,prose,0|1|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|161,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,21,4393,prose,2|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|162,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,4393,prose,0|1|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|164,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|166,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,4393,prose,0|1|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,4393,prose,1|0|0,0,NA
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|168,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,4393,prose,0|0|1,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|169,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,4393,prose,1|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11,4393,prose,1|0|0,1,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|172,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|173,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|174,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4393,prose,0|0|0,2,1
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,4393,prose,0|1|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|176,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,4393,prose,0|1|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|178,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|179,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,4393,prose,1|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|180,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4393,prose,0|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,4393,prose,0|0|1,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,4393,prose,0|0|1,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|185,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,46,4393,prose,2|0|0,1,0.5
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,16,4393,prose,2|0|0,1,NA
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,4393,prose,1|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|189,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4393,prose,0|0|0,0,0
Elegie,/ldt2.1-treebanks/phi0620.phi001.perseus-lat1.tb.xml|190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4393,prose,0|0|0,0,0
